doi,year,figure_number,expected_compatible,predicted_compatible,correct,rationale,judge_error
10.1021/acssynbio.2c00661,2023,3,False,False,True,"Figure 3 is a peptide-level map of circularin A leader and core amino-acid residues across all mutants, color-coded by antimicrobial activity; it depicts protein sequence variants and assay outcomes rather than any nucleic-acid construct design. No promoters, RBSs, CDSs, terminators, backbones, or genetic-circuit composition are communicated, so there is nothing an SBOL Visual glyph set would represent.",
10.1021/acssynbio.2c00661,2023,4,False,False,True,"Figure 4 consists solely of photographic images of agar-plate inhibition-zone assays for various point mutants, with text labels identifying each mutant. It contains no diagram of nucleic-acid sequence features, constructs, or genetic circuits that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.2c00661,2023,5,False,False,True,"Figure 5 is a conceptual mechanism illustration showing amino-acid sidechain chemical structures fitting (or not) into an enzyme binding pocket, annotated with check/cross marks for processing outcome. It contains no nucleic-acid sequence features, backbone layout, plasmid or circuit composition, so there is nothing an SBOL Visual glyph set would represent.",
10.1021/acssynbio.2c00661,2023,6,False,False,True,"Figure 6 consists solely of MALDI-TOF mass spectra plots plus tables of peptide sequences and observed/theoretical masses for Tyr69 and Ala68 mutants. It presents analytical data and protein-level sequence information with no depiction of nucleic-acid construct design, so there is nothing that SBOL Visual glyphs would represent.",
10.1021/acssynbio.2c00668,2023,1,True,True,True,"Panel (a) is a genetic design schematic showing the pUC-p2p3 plasmid with promoters, p2/p3 coding sequences and terminators, plus linear ori-GOI expression templates drawn as promoter–CDS–terminator cassettes flanked by replication origins. Communicating these construct configurations is a primary purpose of the panel, and the elements map directly onto SBOL Visual glyphs, so the remaining data-plot, gel, and mechanism panels do not disqualify the figure.",
10.1021/acssynbio.2c00668,2023,2,True,True,True,"Panel (a) diagrams the actual nucleic-acid constructs at feature level — a circular expCADGE template carrying two promoter–CDS–terminator cassettes (p2, p3) and a linear ori-yfp reporter construct with promoter, yfp CDS and terminator — plus their functional relationship to the replication/IVTT machinery, all of which maps directly onto SBOL Visual glyphs. The remaining panels (b–f) are quantitative plots, flow cytometry data and confocal micrographs, but a single qualifying design panel is sufficient.",
10.1021/acssynbio.2c00668,2023,3,True,True,True,"Panels (a) and (e) are diagrams of the DNA constructs used in the CADGE system, drawing linear templates with promoters, coding regions (p2, p3, p6), terminators, and origins inside liposomes, and panel (e) exists specifically to show the different gene expression configurations tested. This construct-design content is a primary purpose of those panels and could be rendered with SBOL Visual glyphs, even though the remaining panels are qPCR and flow-cytometry data plots.",
10.1021/acssynbio.2c00668,2023,4,True,False,False,"Panel (a) is a workflow schematic of liposome-encapsulated cell-free expression and FACS sorting, and panels (b)–(h) are flow cytometry plots, a box plot, a gel image, and bar charts; the small ori-yfp/ori-minD template icons in (a) are incidental labels identifying which DNA is inside each liposome rather than a communication of construct design. Under the study's documented exception for mechanism/workflow illustrations containing incidental construct sketches, this figure was not counted.",
10.1021/acssynbio.2c00668,2023,5,True,True,True,"Panels (b) and (e) are schematics whose central element is a nucleic-acid expression construct drawn with SBOL-Visual-style glyphs — promoter, pssA CDS, and terminator on a backbone (with a self-amplification loop in (e)) — together with its functional interactions producing PssA and converting CDP-DAG to PS. The remaining panels are plots and micrographs, but the construct design content in (b) and (e) is a primary purpose of those panels and could be redrawn in SBOL Visual.",
10.1021/acssynbio.2c00668,2023,6,True,True,True,"Panel (a) diagrams the expCADGE genetic system inside liposomes, drawing the DNA templates with labeled promoters (p2, p3) and the ori-minD expression cassette together with the transcription/translation output and the feedback of the amplification proteins onto the template. That construct layout and its functional interactions with the expressed protein species (MinC-GFP, MinD) are exactly the content SBOL Visual glyphs represent, so the construct design is a primary purpose of that panel rather than an incidental sketch; the remaining panels (bar charts, scatter plots, confocal montages) are non-compatible data displays.",
10.1021/acssynbio.3c00452,2023,1,False,False,True,"Panels (a) and (b) are strand-level base-pairing/mechanism schematics of toehold-mediated and helicase-driven strand displacement, and (c)-(f) are free-energy diagrams and kinetic plots; none communicate the design of an engineered nucleic-acid construct with sequence features on a backbone. Under the checklist's documented exception, mechanism and base-pairing illustrations with only incidental strand sketches were not counted.",
10.1021/acssynbio.3c00452,2023,2,False,False,True,"Panel (a) is a base-pairing/mechanism schematic of a two-strand DNA reporter complex being unwound by Rep-X helicase, and panels (b)-(d) are a free-energy diagram and kinetic data plots; no sequence features, backbone layout, or genetic construct design is communicated. Under the historical checklist, mechanism and hybridization illustrations with incidental strand sketches were not counted.",
10.1021/acssynbio.3c00452,2023,3,False,False,True,"Panel (a) is a strand-displacement reaction-cycle and base-pairing mechanism illustration (labeled strands with fluorophore/quencher positions and rate constants), panel (b) is a free-energy landscape, and panels (c)-(d) are kinetic data plots. No panel communicates the design of a nucleic-acid construct as sequence features on a backbone or as circuit/plasmid composition, so under the historical checklist's mechanism-illustration exception it is not counted.",
10.1021/acssynbio.3c00452,2023,4,False,False,True,"Panels (a) and (b) are strand-level base-pairing and reaction-mechanism illustrations of a DNA lock–key/reporter system (domain-annotated oligo hybridization, Rep-X helicase unwinding, fluorophore–quencher reporting), not designs of an engineered construct with sequence features such as promoters, RBSs, CDSs, or terminators on a backbone; the remaining panels (c–h) are predicted and measured kinetic/concentration plots. Under the study's documented exception, mechanism and base-pairing schematics were not counted as SBOL Visual–compatible.",
