doi,year,figure_number,expected_compatible,predicted_compatible,correct,rationale,judge_error
10.1021/acssynbio.2c00609,2023,3,False,False,True,"Panel A is a mechanism/workflow schematic of RNase A/T1 protection showing a DNA oligo base-paired to an RNA with an exposed sequence, and panels B and C are urea-PAGE gel images. No panel lays out an engineered construct's sequence features as a design to build.",
10.1021/acssynbio.2c00609,2023,4,False,False,True,"Figure 4 consists solely of urea-PAGE gel images (panels A, B, C) with lane-loading condition tables and band annotations for capped versus uncapped RNA. There is no diagram of an engineered nucleic-acid construct's composition or arrangement, so nothing here could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.2c00609,2023,5,False,False,True,All three panels are gel images (agarose electrophoresis and urea-PAGE) with reaction-condition tables and yield values; no panel depicts sequence features on a backbone or the composition of an engineered construct.,
10.1021/acssynbio.2c00615,2023,1,True,True,True,"Panel (b) lays out the P4 cosmid as an engineered design — a promoter (Psid), terminator (Tsid), and an arranged set of coding features (psu, δ, sid, tracrRNA, cas9, crRNA with direct repeats and guide sequence) composed on a circular backbone — specifying a functional CRISPR-Cas9 delivery construct rather than merely annotating a native sequence or documenting a cloning product. Panel (a) likewise depicts the engineered P2Δcosδε genome with δ and ε placed under an inducible rhamnose promoter, so the figure's construct depictions are drawable with SBOL Visual glyphs even though the titer plot in (c) is not.",
10.1021/acssynbio.2c00615,2023,2,True,True,True,"Panel (a) lays out the engineered cas9 cosmid cassette as a design — tracrRNA, cas9, and crRNA coding sequences drawn as directional CDS arrows each under its own promoter on a backbone — which is exactly the composition/arrangement content SBOL Visual glyphs express, even though the surrounding panel depicts the cleavage mechanism and panels (b) and (c) are an O-antigen schematic and a bar chart.",
10.1021/acssynbio.2c00615,2023,3,True,True,True,"Panel (a) lays out the P2 helper phage genome as an arrangement of CDSs (orf30, V, W, J, I, H, G, fun(z)) with promoter arrows and then specifies the engineered P2ΔHG derivative plus a complementing tail-fiber-expressing plasmid — a design specification for an engineered nucleic-acid construct that could be drawn with SBOL Visual glyphs. The remaining panels (protein domain chimeras and bar charts) are not compatible, but a single qualifying construct-design panel is sufficient.",
10.1021/acssynbio.3c00044,2023,1,False,False,True,"Figure 1 is a chemistry/protocol schematic of an enzymatic DNA synthesis cycle on a microelectrode array, showing polymerase-nucleotide conjugate addition, electrochemical deblocking, and washing. It depicts a reaction mechanism and workflow with a homopolymer oligonucleotide, not the composition or arrangement of sequence features in an engineered construct design.",
10.1021/acssynbio.3c00044,2023,2,False,False,True,"Figure 2 consists of small-molecule chemical structures of cleavable linkers, cyclic voltammetry plots, and the chemical structure of a protein–nucleotide conjugate; there is no depiction of sequence features, backbones, or genetic construct composition. Nothing in it specifies an engineered nucleic-acid design that SBOL Visual glyphs could represent.",
10.1021/acssynbio.3c00044,2023,3,False,False,True,"Figure 3 consists solely of three stacked capillary electrophoresis traces (fluorescence intensity versus relative elution time) documenting solution-phase extension activity of conjugate 5. It contains no diagram of an engineered nucleic-acid construct, only analytical data plots.",
10.1021/acssynbio.3c00044,2023,4,False,False,True,"Figure 4 combines a physical schematic of an electrochemical electrode array with surface-tethered oligonucleotide initiators being extended by TdT, plus fluorescence micrographs of the arrays; it illustrates a chemical/instrumental mechanism and reports imaging data rather than specifying the composition or arrangement of an engineered nucleic-acid construct. No panel lays out sequence features on a backbone or depicts a genetic circuit, plasmid, or regulatory interaction that SBOL Visual glyphs would represent.",
10.1021/acssynbio.3c00044,2023,5,False,False,True,"Figure 5 consists entirely of fluorescence micrographs of electrode arrays under different applied potentials and durations, plus a small legend key for electrode states. It contains no diagram of an engineered nucleic-acid construct's design — no sequence features laid out on a backbone, circuit composition, or molecular interaction schematic.",
10.1021/acssynbio.3c00044,2023,6,False,False,True,"Panel (a) is a mechanism/workflow schematic of electrochemical enzymatic DNA synthesis on a microelectrode array, showing (dT)10 initiators, conjugate binding, voltage-driven cleavage, and TdT extension with a fluorescent nucleotide; panel (b) is a fluorescence micrograph of the array. Neither specifies the composition or arrangement of an engineered nucleic-acid construct as a design to build.",
10.1021/acssynbio.3c00044,2023,7,False,False,True,"Figure 7 consists solely of capillary electropherogram traces (fluorescence intensity and normalized intensity versus relative elution time) for the 80 nt initiator, 81 nt control, and conjugate-extended samples. These are analytical data plots with no depiction of an engineered nucleic-acid construct's design, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.3c00265,2023,1,False,False,True,"Figure 1 is a software dataflow schematic for the FreeFlux 13C-MFA Python package, showing modules (Optimizer, Simulator, Fitter), their input data boxes, and output objects rendered as tables, reaction lists, metabolic network graphs, and MDV/statistics plots. No panel depicts an engineered nucleic-acid construct or its sequence-feature composition, so there is nothing SBOL Visual glyphs could represent.",
10.1021/acssynbio.3c00265,2023,2,False,False,True,"Figure 2 is a central carbon metabolism map showing metabolites and enzyme-catalyzed reactions across EMP, ED, OPP, CBB/NOPP, PR, and TCA pathways for 13C flux modeling. It contains no depiction of an engineered nucleic-acid construct — no sequence features, backbone layout, or genetic circuit composition — so there is nothing that SBOL Visual glyphs would represent.",
10.1021/acssynbio.3c00265,2023,3,False,False,True,Figure 3 consists solely of four scatter plots comparing FreeFlux-estimated metabolic fluxes against original/reference values with 95% confidence intervals. It contains only quantitative data plots and no depiction of nucleic-acid construct design.,
10.1021/acssynbio.3c00265,2023,4,False,False,True,"Figure 4 is a single heatmap of fractional contributions of measurement variances to estimated flux uncertainties in a metabolic flux model, with reactions as rows and measurement IDs as columns. It contains no depiction of an engineered nucleic-acid construct or sequence features, only quantitative data.",
10.1021/acssynbio.3c00403,2023,1,False,False,True,"Figure 1 is a laboratory/computational workflow schematic (transformation, preculture, expression and lysis, screening, sequencing, ML model) built from pictorial icons of plates, a plate reader, and a neural network. The only nucleic-acid elements are generic unlabeled plasmid-circle icons standing in for the DNA library and selected variants; they specify no promoters, CDSs, or arrangement, so no panel communicates a construct's design.",
10.1021/acssynbio.3c00403,2023,2,False,False,True,"Figure 2 consists solely of two bar charts (A: specific activity, B: ATP/CO2 ratio) reporting spectrophotometric enzyme assay data for GCC M5 variants. It contains no depiction of nucleic-acid sequence features, construct composition, or molecular interactions that SBOL Visual glyphs could represent.",
10.1021/acssynbio.3c00403,2023,3,False,False,True,"All panels are protein structural biology and biophysics: cryo-EM density maps, ribbon/active-site models of GCC variants, and mass photometry histograms with oligomeric-state cartoons. No panel depicts nucleic-acid sequence features, plasmid composition, or genetic circuit design.",
