doi,year,figure_number,image_path,historical_compatible,evaluator_compatible,evaluator_rationale,adjudicated_compatible,adjudication_rationale,reviewer,reviewed_at
10.1021/acssynbio.7b00209,2018,1,images/10.1021__acssynbio.7b00209__figure-1.png,True,False,"The figure consists of five conventional circular plasmid/vector maps (A037, A167/A168, A169/A170, A135-JH, A139) annotated chiefly with cloning apparatus — ColE1/BAC origins, AmpR/CmR/hph/pac/ZeoR selection markers, CEN6/HIS3/ARS yeast propagation elements, loxP and attB/attP recombination sites, and restriction sites explicitly marked in blue. This is laboratory vector cartography documenting how the cloning products are assembled and selected, which the historical panel excluded, rather than a design specification of a construct's composition.",,,,
10.1021/acssynbio.7b00209,2018,2,images/10.1021__acssynbio.7b00209__figure-2.png,True,False,"Panel (a) is a targeting/transfer workflow whose only construct sketch is the XhoI-linearized A037 vector annotated with cloning apparatus (M2A/M2B homology hooks, restriction sites, loxP/attB recombination sites, and an eGFP-hph-TK selection/counter-selection marker), and panel (b) is a diagnostic PCR map showing primer-binding positions and amplicon sizes along the targeted locus; panel (c) is FISH micrographs. This is vector/locus cartography documenting how a cloning product was assembled and verified, not a design specification for an engineered construct.",,,,
10.1021/acssynbio.7b00209,2018,3,images/10.1021__acssynbio.7b00209__figure-3.png,True,False,"The figure's organizing structure is a cyclic Cre/integrase recombination workflow, and its construct depictions are platform-cassette and carrier-vector maps annotated with cloning apparatus — selection markers (hph, TK, Pac, FcyFur), loxP/attB/attP recombination sites, and DNA1/DNA2 insertion points — documenting how each integration product is assembled rather than specifying a genetic design to build. This falls under the panel's cloning-and-vector-cartography and mechanism/workflow exclusions.",,,,
10.1021/acssynbio.7b00209,2018,4,images/10.1021__acssynbio.7b00209__figure-4.png,True,False,"All four panels depict recombination between carrier plasmids and the HAC and the resulting incomplete-recombination by-products, annotated almost entirely with cloning apparatus — loxP/attB/attP/attL/attR recombination sites and selection-marker cassettes (GFP-hph-TK, Pac-mCherry-FcyFur) paired with their removal drugs. This documents how cloning products are assembled and screened rather than specifying the composition of a construct to build, falling under the panel's cloning/vector-cartography and mechanism exclusions.",,,,
10.1021/acssynbio.7b00209,2018,5,images/10.1021__acssynbio.7b00209__figure-5.png,True,False,"Panel (a) is a genomic locus map of the VHL gene annotated with coordinates, exon positions, breakage/rejoining points, and cloning apparatus (PCR products, AscI/NotI/FseI restriction sites, attB/attP and loxP recombination sites), which is sequence annotation plus vector cartography rather than a design specification. Panel (b) is organized as a three-round assembly workflow documenting the successive cloning products on the HAC, annotated with recombination sites and diagnostic primer-binding positions, and panels (c)-(d) are gel images, so no panel presents an engineered construct's composition as a design to build.",,,,
10.1021/acssynbio.7b00248,2018,1,images/10.1021__acssynbio.7b00248__figure-1.png,False,True,"Panel (b) lays out the engineered LIT constructs as ordered block diagrams of their fused coding elements (Venus–iLID–ActA and SspB–mKate2–CB5), which specifies the composition and arrangement of the expressed constructs as a design rather than annotating a sequence or documenting cloning apparatus. That construct-composition depiction could be drawn with SBOL Visual CDS/fusion glyphs, even though panel (a) is a purely mechanistic tethering cartoon.",,,,
10.1021/acssynbio.7b00295,2018,1,images/10.1021__acssynbio.7b00295__figure-1.png,True,False,"Figure 1 is a chemical-mechanism and small-molecule structure figure: panel (b) is entirely chemical structures of CEM compounds, and panel (a) is a cartoon of how the bivalent FK506-HDAC-inhibitor recruits corepressors to a Gal4-FKBP fusion to silence a gene. The CiA:Oct4 line in (a) is an incidental backdrop annotating where the ZFx12 and Gal4x5 binding sites sit relative to eGFP in a previously described target locus, serving the mechanism illustration rather than specifying a nucleic-acid construct design to build.",,,,
10.1021/acssynbio.7b00295,2018,4,images/10.1021__acssynbio.7b00295__figure-4.png,True,False,"Panels b–d are box plots and line charts of ChIP-qPCR data, and panel a is an assay schematic: the nucGFP locus is marked with the TSS and the bp coordinates (-169, 489, 738, 1199) of the four qPCR amplicons, paired with a CEM-treatment timeline. Although a Gal4x5/promoter/nucGFP sketch appears, its function here is to annotate where the assay sites sit along the sequence and to stage the protocol rather than to specify a construct design to build.",,,,
10.1021/acssynbio.7b00356,2018,5,images/10.1021__acssynbio.7b00356__figure-5.png,False,True,"Panel (a) is a schematic of the engineered reporter construct, laying out the ibpA thermoterm hairpin (with the 200 nt insertion upstream) followed by the poly-U tract, SD sequence, AUG start, and gfp CDS — a terminator/RBS/CDS arrangement that specifies the design being built and tested, which is directly renderable with SBOL Visual glyphs. Panels (b) and (c) are Northern/Western blot data and do not count, but the presence of the construct design panel makes the figure compatible.",,,,
10.1021/acssynbio.9b00220,2019,2,images/10.1021__acssynbio.9b00220__figure-2.png,True,False,"Panel A is an annotated map of native repABC regions from six organisms, showing where repA/repB/repC lie in each naturally occurring replicon along with amplified fragment lengths, which documents existing sequence organization rather than specifying an engineered construct's design; panel B is a scatter plot of doubling time versus replicon stability.",,,,
10.1021/acssynbio.0c00130,2020,3,images/10.1021__acssynbio.0c00130__figure-3.png,False,True,"Panel (c) lays out the BDD construct as an ordered series of encoded modules (NisA leader, nisin(1-12), DSHPQFCNK, LEVLFQGP linker, stalk/cell-wall spacer, LPXTG, TMS) on a linear backbone, which specifies the composition and arrangement of an engineered construct to build rather than annotating positions in a native sequence or documenting cloning apparatus. That design specification could be drawn with SBOL Visual glyphs, so the figure counts even though panels (a) and (b) are a data table and a peptide structure.",,,,
10.1021/acssynbio.0c00133,2020,2,images/10.1021__acssynbio.0c00133__figure-2.png,True,False,"Panels A, D, and H are protein domain-architecture maps of engineered NFAT variants (Myc tag, TAD-A, NLS, NES, RHD, linker, KRφ) annotated with phosphorylation sites, while panel G is a signaling-mechanism cartoon and the remaining panels are confocal micrographs and bar charts. No panel depicts the nucleic-acid composition of a construct — promoters, RBSs, CDSs, terminators on a backbone — so the figure falls under the protein-only exclusion.",,,,
10.1021/acssynbio.0c00133,2020,5,images/10.1021__acssynbio.0c00133__figure-5.png,True,False,"Panels B–D are bar plots of reporter activity whose construct information appears only as text labels, and panel A is a signaling-mechanism schematic (TRPV1 → Ca2+ influx → NFAT:TALE:VP64:KRφ translocation) organized around the pathway rather than around a construct's design. The small DNA element at the pathway's terminus — a binding site, bent-arrow promoter, and reporter gene — is an incidental sketch decorating the mechanism's endpoint, not a specification of the construct's composition and arrangement.",,,,
10.1021/acssynbio.9b00404,2020,1,images/10.1021__acssynbio.9b00404__figure-1.png,False,True,"Panels (b) and (d) diagram the engineered expression constructs as designs — circular plasmids (pET24a-mpa, pSTV28-hlyb/d, pSTV28-hlyb/d_lyso) with promoters (pT7-Lac, pLac, pBAD) driving arranged coding sequences for the MpA anchor-extender/SBD fusion, HlyAc tag, HlyB/HlyD, and lysostaphin, plus the resulting protein products and their function. This is construct composition and arrangement expressible with SBOL Visual glyphs, not sequence annotation or cloning cartography, even though other panels are structural and conceptual illustrations.",,,,
10.1021/acssynbio.0c00445,2021,1,images/10.1021__acssynbio.0c00445__figure-1.png,False,True,"Panel (c)'s output schematic lays out the composition and arrangement of the engineered pegRNA as a design to build — guide, Cas9 hairpin scaffold, reverse transcription template, edit sequence, and primer binding sequence as ordered functional parts of the molecule, with cloning oligos derived from it — which is a construct design specification renderable with SBOL Visual glyphs. The surrounding mechanism (a, b) and editing-type (d) panels are not themselves compatible, but the pegRNA design depiction is judged on its own terms and is a primary purpose of the figure.",,,,
10.1021/acssynbio.0c00601,2021,3,images/10.1021__acssynbio.0c00601__figure-3.png,False,True,"Figure 3 shows three circular plasmid diagrams whose annotations specify an engineered modular expression system — T7 and araBAD promoters driving His-MrsA, MrsM, and MrsD coding sequences alongside their lacI/araC regulators — rather than merely documenting a cloning product. The promoter/CDS arrangement communicates the design of the constructs used to vary mersacidin maturation and is directly renderable with SBOL Visual glyphs.",,,,
10.1021/acssynbio.1c00193,2021,2,images/10.1021__acssynbio.1c00193__figure-2.png,False,True,"Panel C specifies complete genetic circuit designs for function 0x4D, with each gate mapped to a specific repressor from the Cello library (PhlF, SrpR, AmtR, BM3R1, QacR, etc.) and wired into a defined topology — this is the composition of an engineered transcriptional circuit stated as a design to build, which could equally be rendered with SBOL Visual glyphs. The surrounding workflow schematic (A), line plot (B), and output histograms (D) are not compatible on their own, but the construct depiction in C is judged on its own terms.",,,,
10.1021/acssynbio.1c00193,2021,7,images/10.1021__acssynbio.1c00193__figure-7.png,False,True,"Panels A and B specify the composition of an engineered genetic circuit — logic gates wired into a design and assigned to specific repressor devices (PhlF, SrpR, AmtR, BM3R1, etc., per the panel C legend) — which is a design to build and could be rendered with SBOL Visual glyphs for the constituent transcriptional units and their regulatory interactions. The accompanying output histograms in panel D are data plots, but the circuit design panels count on their own terms.",,,,
10.1021/acssynbio.1c00318,2021,2,images/10.1021__acssynbio.1c00318__figure-2.png,False,True,"Figure 2 specifies the design of an engineered nucleic-acid system, laying out each component of a DNA strand-displacement circuit (inputs, signal reversal gates, annihilators, restoration gates and fuels, reporters) as domain-level constructs on strands together with the reaction scheme that links them. This is design specification of engineered DNA constructs and their functional interactions, not sequence annotation or cloning cartography, so it is content SBOL Visual could represent.",,,,
10.1021/acssynbio.1c00329,2021,1,images/10.1021__acssynbio.1c00329__figure-1.png,False,True,"Panel A lays out the editing template as a designed construct — an arrow-glyph VCP promoter driving a tdTomato–P2A–shble coding arrangement, with parts drawn in order along a linear backbone — which is precisely the kind of composition SBOL Visual glyphs express. The workflow schematic in B and the gel in C are not compatible on their own, but the construct depiction in A is judged on its own terms and specifies a design to build rather than merely annotating a native sequence or documenting a cloning product.",,,,
10.1021/acssynbio.1c00329,2021,2,images/10.1021__acssynbio.1c00329__figure-2.png,False,True,"Panel A is a schematic map of the episomal expression plasmid that lays out an engineered cassette as a design — Ribi promoter driving a Nano Luciferase–hfnCas12a fusion CDS, with HH ribozyme, crRNA, and HDV ribozyme arranged in order — which is precisely the kind of composition SBOL Visual glyphs express. The presence of markers, origin, sequence annotations (B), a bar chart (C), and a photograph (D) does not negate the design-specification content of panel A.",,,,
10.1021/acssynbio.1c00329,2021,3,images/10.1021__acssynbio.1c00329__figure-3.png,False,True,"Panel A lays out the multiplexing plasmid as a design: a promoter, Cas12a CDS, and a CRISPR array of alternating repeats and named spacers arranged on a backbone, which is exactly the kind of engineered construct composition SBOL Visual glyphs express. Panel B is a raw annotated sequence and does not count on its own, but panel A's design specification is a primary purpose of the figure.",,,,
10.1021/acssynbio.1c00329,2021,4,images/10.1021__acssynbio.1c00329__figure-4.png,False,True,"Panel A's circular map specifies the composition of the engineered dCas-KRAB CRISPRi plasmid as a design — a Ribi promoter driving a KRAB–dCas9/dCas12a fusion with a nanoluciferase reporter plus an sgRNA/crRNA cassette — which is exactly the kind of construct arrangement SBOL Visual glyphs express, with the resistance markers and origin as secondary annotations rather than the organizing content. The target-site distance map above it and the bar charts in panels B and C are not compatible on their own, but the plasmid design depiction is judged on its own terms.",,,,
10.1021/acssynbio.1c00395,2021,2,images/10.1021__acssynbio.1c00395__figure-2.png,False,True,"Panel (a) includes linear cassette diagrams for the pCTcon2, pJYDNn, and pJYDC1 display vectors that lay out the designed arrangement of coding elements (AppS4 signal sequence, reporter, Aga2p, linkers, MCS, HDEL) as a construct specification rather than as a sequence annotation or cloning map. That fusion-construct design content is SBOL Visual-representable even though the surrounding panels are flow-cytometry plots and a display mechanism schematic.",,,,
10.1021/acssynbio.1c00625,2022,8,images/10.1021__acssynbio.1c00625__figure-8.png,False,True,"Each compartment panel depicts an engineered genetic unit — a promoter driving gene h, activated by A* binding the promoter site — together with functional interactions (activation, inhibition, transport) between that construct and molecular species H, E, A, and B, which is exactly the content SBOL Visual's sequence-feature and interaction glyphs express. The compartmentalized layout is a presentation device for the proposed system's design rather than a sequence annotation or cloning map.",,,,
10.1021/acssynbio.1c00625,2022,11,images/10.1021__acssynbio.1c00625__figure-11.png,False,True,"Both panels lay out the domain-level composition and strand arrangement of engineered DNA Join/Fork gate complexes (input, weight, seal, helper, translator strands) that implement the CRN neuron, which is a design specification for an engineered nucleic-acid system rather than a sequence annotation or cloning map. Although the panels are organized as reaction cycles, the construct depictions are the substance of the figure, not incidental sketches, and their composition and functional interactions with molecular species could be expressed with SBOL Visual glyphs.",,,,
10.1021/acssynbio.2c00027,2022,2,images/10.1021__acssynbio.2c00027__figure-2.png,False,True,"Panel A depicts engineered synthetic promoter constructs as designs — repeated TFRE units concatenated into 6-mer homotypic and heterotypic assemblies, and an explicit linear cassette of 6x TFRE + CMV core promoter + GFP CDS — which specifies the composition and arrangement of nucleic-acid parts rather than annotating a native sequence or documenting cloning apparatus. The surrounding workflow arrows and the bar charts in panels B and C do not negate that construct design depiction, which could be drawn with SBOL Visual glyphs.",,,,
10.1021/acssynbio.2c00027,2022,5,images/10.1021__acssynbio.2c00027__figure-5.png,False,True,"Panel B schematically lays out the architecture of engineered synthetic promoters as ordered 5'→3' arrangements of discrete TFRE modules (2x IRF9-A, 2x SPI1-A, etc.), specifying the composition and arrangement of each designed library member rather than annotating a native sequence or documenting cloning apparatus. This construct-design content is directly expressible with SBOL Visual glyphs, even though panel A is a bar chart.",,,,
10.1021/acssynbio.2c00027,2022,6,images/10.1021__acssynbio.2c00027__figure-6.png,False,True,"Panel B is a schematic of the architecture of six synthetic DC-specific promoters, showing the ordered arrangement of TFRE building blocks 5'-to-3' along a linear construct — a design specification for engineered promoters that could be drawn with SBOL Visual glyphs. Panel A is a bar chart and does not count, but the construct depictions in panel B are judged on their own terms.",,,,
10.1021/acssynbio.2c00156,2022,2,images/10.1021__acssynbio.2c00156__figure-2.png,True,False,"Panel A is a protocol/workflow schematic and panel C is a bar chart; the only linear construct depiction, panel B, is an annotated target-site map showing where each Cas variant's gRNAs bind along the integrated eGFP reporter (color-coded by 5′–3′ target position) rather than a specification of the reporter's design. Under the exclusion for annotated sequence/target-site maps, the figure is not counted.",,,,
10.1021/acssynbio.2c00205,2022,1,images/10.1021__acssynbio.2c00205__figure-1.png,False,True,"Panel C is a design schematic of the engineered yeast sensor system, showing the P_FIG1-driven luciferase reporter cassette (promoter joined to CDS) together with the heterologous GPCR and the deletions (Δste2, Δsst2, Δfar1) that constitute the sensor strain, plus the functional activation of that cassette by Ste12. This specifies the composition of an engineered construct and its regulatory interactions rather than annotating a native sequence or documenting cloning apparatus, so it could be drawn with SBOL Visual glyphs.",,,,
10.1021/acssynbio.2c00247,2022,5,images/10.1021__acssynbio.2c00247__figure-5.png,False,True,"Panels A and D are design schematics that lay out the modular composition of the engineered ff-synNotch ligand and receptor variants (mCherry–ICD–TM/PDGFR–FKBP fusions and FRB–citrine–EGF–Notch–NICD-Gal4 fusions), specifying each engineered construct as an arrangement of parts to build rather than annotating a native sequence or documenting cloning apparatus. They also depict functional interactions among these constructs (rapamycin-induced binding, NICD-Gal4 release to a reporter), content expressible with SBOL Visual glyphs; the surrounding luciferase plots and micrographs do not disqualify the figure.",,,,
10.1021/acssynbio.2c00345,2022,2,images/10.1021__acssynbio.2c00345__figure-2.png,True,False,"Every construct depiction in Figure 2 (panels a, c, e, h, i) is recombineering cartography: donor cassettes and genomic loci annotated with recombination sites, homology arms, crossover lines, and insertion points, plus a genome map marking knockout loci. These document how the edited cloning products were assembled and where features sit in the genome rather than specifying an engineered construct's design, and the figure's organizing structure is a knockout/insertion workflow with data plots.",,,,
10.1021/acssynbio.2c00345,2022,3,images/10.1021__acssynbio.2c00345__figure-3.png,True,False,"Panels a and b are recombineering workflow/mechanism schematics: they trace insertion and NiCl2-counterselected removal of the tetA^OPT selection cassette at a target locus, with the annotations serving as cloning apparatus (selection marker, gray recombination/homology sites, degenerate ssDNA oligo and its insertion point), while panel c is a bar chart of relative activity. The construct sketches document how the edit is performed rather than specifying an engineered construct's composition as a design to build.",,,,
10.1021/acssynbio.2c00345,2022,5,images/10.1021__acssynbio.2c00345__figure-5.png,True,False,"Panels a and d are genome-editing cartography: lacZ/tetA-OPT locus maps annotated with cloning apparatus — gray recombination sites, homology arms, a selection marker, and ssDNA/dsDNA donor fragments — documenting how the knockout and counterselection products are assembled rather than specifying a construct's design. The remaining panels are bar charts, growth curves, and plate photographs.",,,,
10.1021/acssynbio.2c00375,2022,2,images/10.1021__acssynbio.2c00375__figure-2.png,True,False,"The only diagrammatic panel (A) is an annotated genomic locus map of the Δslr1181::P_psbA2-Yfp-B0015-Sp^r landing site, marking the sgRNA target region and the desired 20 bp deletion alongside cloning apparatus (selection marker, flanking homology regions) rather than specifying an engineered construct's design to build. All remaining panels are transformation plate images, spot assays, gel electrophoresis, a bar chart, and a colony photograph.",,,,
10.1021/acssynbio.2c00375,2022,3,images/10.1021__acssynbio.2c00375__figure-3.png,True,False,"Panels A, E, and J are genome-editing target maps — the caption states they show 'approximate placement of the sgRNA target region (black box) and intended edits' at the slr1181, rbcL, and slr0168 loci, with panel E annotating the PAM and stop codon at base resolution. These document where target/cleavage and insertion sites sit in the S6803 genome rather than specifying a construct's composition as a design, and the remaining panels (B–D, F–I, K–L) are spot assays, gels, quantification plots, and a Western blot.",,,,
10.1021/acssynbio.2c00375,2022,4,images/10.1021__acssynbio.2c00375__figure-4.png,True,False,"Panel A marks the approximate sgRNA target region and intended Δ30 bp edit position within four native S6803 genomic loci, which is target-site sequence annotation rather than a specification of an engineered construct's composition. Panel B is a data plot of editing efficiencies, so no panel of Figure 4 depicts a nucleic-acid design to build.",,,,
10.1021/acssynbio.2c00375,2022,7,images/10.1021__acssynbio.2c00375__figure-7.png,True,False,"Panel A is an annotated sequence/target map of the native nblA1–nblA2 region marking Cas9 and Cpf1 spacer positions, PAM sequences, DSB cleavage points, and the deletion span, which documents where features sit in a target sequence rather than specifying an engineered construct's design; panels B and C are spot-assay photographs and a gel image.",,,,
10.1021/acssynbio.2c00389,2022,1,images/10.1021__acssynbio.2c00389__figure-1.png,True,False,"Panel a is an annotated map of native microginin biosynthetic gene clusters from two cyanobacterial genomes, marking where genes and PKS/NRPS domains occur in existing sequence (via antiSMASH/NCBI annotation), not a design specification for an engineered construct; panels b and c are chemical structures and LC-MS chromatograms.",,,,
10.1021/acssynbio.2c00389,2022,2,images/10.1021__acssynbio.2c00389__figure-2.png,True,False,"Figure 2 consists solely of chemical structure drawings of microginin natural products with NMR (COSY/HMBC) correlation arrows and MS/MS fragmentation spectra with annotated fragment assignments. It contains no depiction of nucleic-acid sequence features, constructs, or genetic circuit design.",,,,
10.1021/acssynbio.2c00389,2022,3,images/10.1021__acssynbio.2c00389__figure-3.png,True,False,"Panel (a) is cloning cartography: a native mic BGC locus map annotated with gene positions and homology/insertion points, followed by three vector maps (Tn, ori, Kan, gfpv2) charting the two-step SLIC/DiPaC assembly product rather than specifying a construct design to build; panels (b)–(d) are LC–MS chromatograms and mass spectra.",,,,
10.1021/acssynbio.2c00419,2022,1,images/10.1021__acssynbio.2c00419__figure-1.png,True,False,"Figure 1 is a workflow schematic of the iPac cloning protocol (PCR fragments → exonuclease assembly → concatemer → in vitro phage packaging → transduction → circularization), and its DNA depictions are unlabeled colored fragment bars and a cos-marked circular product rather than a specification of an engineered construct's sequence features. The abstract fragments and resulting plasmid map document how a cloning product is assembled, which the panel treated as laboratory cartography rather than design specification.",,,,
10.1021/acssynbio.2c00419,2022,2,images/10.1021__acssynbio.2c00419__figure-2.png,True,False,"Panel A is a circular map of the native λ phage genome partitioned into five overlapping PCR fragments with the cos site marked, which documents how a cloning/assembly product is put together rather than specifying the composition of an engineered construct; the remaining panels (B–F) are a gel image, agar plate photographs, and transduction-efficiency plots. No panel lays out engineered sequence features such as promoters, RBSs, CDSs, or terminators as a design.",,,,
10.1021/acssynbio.2c00419,2022,3,images/10.1021__acssynbio.2c00419__figure-3.png,True,False,"Panel A is cloning cartography: it diagrams the numbered PCR fragments and their 50-bp overlap junctions used to assemble each λ genome, marking where deletions were introduced rather than specifying an engineered construct's functional composition. Panel B is an annotated λ genome map (head, tail, recombination, replication, lysis regions) paired with NGS read-coverage plots, i.e., sequence annotation plus data, so no panel specifies a design to build.",,,,
10.1021/acssynbio.2c00419,2022,4,images/10.1021__acssynbio.2c00419__figure-4.png,True,False,"Panels A–D are genome circles partitioned into numbered PCR fragments with an inserted cos packaging site, documenting how each phage genome was assembled rather than specifying the composition and arrangement of sequence features (promoters, CDSs, terminators) as a design; this is cloning/assembly cartography. The remaining panels are agarose gel images (E–H) and plaque photographs (I), which are not SBOL Visual content.",,,,
10.1021/acssynbio.2c00419,2022,5,images/10.1021__acssynbio.2c00419__figure-5.png,True,False,"Only panel A is a diagram, and it is a conventional circular vector map whose annotations are cloning apparatus — a pBR322-cos backbone with AmpR marker, cos packaging site, cat selection gene, and four overlapping P1 genome fragments assembled with 50 bp overlaps — documenting how the 48 kb cloning product was assembled rather than specifying a construct's design. The remaining panels (B, D, E) are gel images and (C) is a plate photograph.",,,,
10.1021/acssynbio.2c00419,2022,6,images/10.1021__acssynbio.2c00419__figure-6.png,True,False,"Panels A–C are cloning cartography: plasmid maps and fragment-assembly schematics annotated only with cloning apparatus (vector versus λDNA insert, cos packaging site, Afl II restriction sites, fragment sizes), documenting how each construct is assembled and packaged rather than specifying a design of sequence features. Panels D and E are agarose gel images, which are also outside SBOL Visual's scope.",,,,
10.1021/acssynbio.2c00356,2023,2,images/10.1021__acssynbio.2c00356__figure-2.png,False,True,"Each panel specifies the composition and arrangement of engineered DNA fuel complexes — top/bottom strands with defined toehold, balance, and overhang domains laid out along the strands — as a design to be synthesized for a given N and shift, together with the functional signal-propagation relationships between them. This is design specification of an engineered nucleic-acid system, not annotation of a native sequence or cloning cartography.",,,,
10.1021/acssynbio.2c00356,2023,3,images/10.1021__acssynbio.2c00356__figure-3.png,False,True,"Panels (a) and (b) lay out the domain-level composition of engineered DNA fuel complexes (overhang, balance, and toehold domains arranged along the strands of the N = 5 / N = 6, shift = 2 cascade designs), which specifies the design of a nucleic-acid system rather than annotating a native sequence or documenting a cloning product. The accompanying displacement reactions depict functional interactions among those designed species, so the content is drawable with SBOL Visual nucleic-acid glyphs.",,,,
10.1021/acssynbio.2c00361,2023,1,images/10.1021__acssynbio.2c00361__figure-1.png,False,True,"Panel A depicts the genetic logic gates as DNA constructs — promoter glyphs and CDS boxes arranged on backbones with cognate/noncognate TFs binding at input and output promoters — which is the composition of an engineered genetic circuit plus its functional interactions with molecular species, exactly the content SBOL Visual glyphs express. This is a design specification of the gates' arrangement rather than a sequence annotation, cloning map, or construct sketches merely decorating another structure's nodes, even though panels B and C are an abstract topology diagram and a transfer-function plot.",,,,
10.1021/acssynbio.2c00593,2023,2,images/10.1021__acssynbio.2c00593__figure-2.png,True,False,"The figure's organizing structure is a combinatorial matrix of repressor-protein pairs plus abstract logic-gate symbols (BUFR/SE-PA), which carry no nucleic-acid design content; the only DNA depictions are the PROXIMAL/CORE insets and the small ADR headers, which are mechanism cartoons annotating -35/-10 boxes and operator positions relative to bound RNA polymerase and repressors. Under the exclusion for annotated sequence/motif maps and mechanism illustrations with incidental construct sketches, no panel specifies an engineered construct's composition as a design to build.",,,,
10.1021/acssynbio.2c00593,2023,4,images/10.1021__acssynbio.2c00593__figure-4.png,True,False,The figure is a grid of prediction-vs-measurement scatter plots; its only schematic elements are an abstract logic-gate diagram (BUFFER triangles feeding an AND gate) and a repression-mechanism inset annotating -35/-10 boxes and an OP1 operator with bound repressor dimers and RNA polymerase. Both are mechanism/abstract-logic illustrations rather than a specification of an engineered construct's composition and arrangement.,,,,
10.1021/acssynbio.2c00593,2023,6,images/10.1021__acssynbio.2c00593__figure-6.png,True,False,"The figure is composed of eight model-vs-measurement scatter plots plus abstract logic-gate symbols; the only DNA depictions are small mechanism insets showing repressor binding at a promoter annotated with -35/-10 boxes and the OP1 operator position, which is a motif-annotated mechanism cartoon rather than a design specification for a construct. Under the panel's exclusions for -35/-10 and operator annotation and for incidental mechanism sketches, this does not count.",,,,
10.1021/acssynbio.3c00094,2023,2,images/10.1021__acssynbio.3c00094__figure-2.png,False,True,"Panel C lays out the minimal synthetic promoter chassis (MinSyn000) as a design — a backbone with a defined variable region into which specified pairs of AtTGA1 binding sites are inserted upstream of the TATA element and TSS — and panel D enumerates the resulting combinatorial promoter variants by their binding-site composition. These specify engineered promoter constructs to build rather than annotating a native sequence or documenting cloning apparatus, so they could be drawn with SBOL Visual glyphs.",,,,
10.1021/acssynbio.3c00183,2023,1,images/10.1021__acssynbio.3c00183__figure-1.png,True,False,"Panel (a) is a cloning workflow schematic — restriction-site cut/ligate chemistry and en masse assembly cycles — whose plasmid and module sketches are annotated only with BamHI/BglII/EcoRI/MfeI sites and barcodes, i.e. cloning apparatus rather than a design specification. Panel (b) is conventional vector cartography of pCombi-CC, labeling the selection marker, origins, replicon/partition genes, and added/removed restriction sites and synonymous changes, which the historical panel excluded.",,,,
10.1021/acssynbio.3c00186,2023,1,images/10.1021__acssynbio.3c00186__figure-1.png,False,True,"The Design panel (and the construct inside the Build panel) lays out engineered pathway constructs as linear arrangements of genetic elements — promoters, RBSs, and CDSs per the caption — combined combinatorially from the element library, which is a design specification for constructs to be built rather than sequence annotation or cloning cartography. Although the figure's overall frame is a DBTL workflow with icons, that construct-composition depiction is a primary purpose of its panels and could be drawn with SBOL Visual glyphs.",,,,
10.1021/acssynbio.3c00199,2023,1,images/10.1021__acssynbio.3c00199__figure-1.png,False,True,"Panel A (Design) lays out an engineered construct's composition — five yeast promoters (pTDH3, pACT1, pENO2, pYEF3, pPGK1) combinatorially paired with the PDC1, ADH1, and TPS1 coding sequences, drawn as promoter and CDS arrow glyphs — which specifies the 216-member combinatorial library as a design to build rather than annotating a native sequence or documenting cloning apparatus. That it sits inside a DBTL workflow schematic alongside plots and a metabolic pathway does not disqualify it, since the construct depiction is judged on its own terms.",,,,
10.1021/acssynbio.3c00237,2023,1,images/10.1021__acssynbio.3c00237__figure-1.png,False,True,"Panel B lays out the composition and arrangement of the engineered multi-gene expression plasmids (P1-1 through P3-1) as directional CDS glyphs in operon order under a single T7 promoter with an RBS upstream of each gene, which is a construct design specification drawable with SBOL Visual glyphs. Panel A is a metabolic/enzymatic pathway that would not count on its own, but panel B is judged on its own terms and is not a sequence annotation or cloning map.",,,,
10.1021/acssynbio.3c00237,2023,2,images/10.1021__acssynbio.3c00237__figure-2.png,False,True,"Above the HPLC traces, Figure 2 includes construct diagrams of the P1-1, P2-1, and P3-1 plasmids drawn as ordered series of CDS arrow glyphs (chlI, chlD, chlH, gun4, chlM, acsF, chlG; dvr/bciB, bchN, bchB, bchL, chlP; dxs, crtE), which specify the composition and arrangement of the engineered expression modules rather than annotating a native sequence or documenting cloning apparatus. Under the rule that a design-specifying construct panel counts even when the rest of the figure is data plots, this qualifies as SBOL Visual compatible.",,,,
10.1021/acssynbio.3c00237,2023,3,images/10.1021__acssynbio.3c00237__figure-3.png,False,True,"Above the HPLC traces, Figure 3 includes schematics of the P1-2, P2-2, P2-3, and P3-1 plasmids drawn as ordered series of labeled CDS arrow glyphs (bchC, bchX, bchY, bchZ, bchF, bchG, chlP, dxs, crtE), specifying the composition and arrangement of the engineered biosynthetic modules rather than annotating a native sequence or documenting cloning apparatus. That construct depiction is SBOL Visual-expressible even though the rest of the figure is chromatograms and absorbance spectra.",,,,
10.1021/acssynbio.3c00237,2023,4,images/10.1021__acssynbio.3c00237__figure-4.png,False,True,"Although the bulk of Figure 4 is a carotenoid biosynthetic pathway drawn with chemical structures, the bottom panels depict the P3-2 and P3-3 plasmids as linear arrangements of CDS arrow glyphs (dxs, crtE, crtI, crtB, crtY), specifying the composition and order of genes in the engineered expression constructs. That is a design specification of an engineered nucleic-acid construct rather than sequence annotation or cloning cartography, and it could be drawn with SBOL Visual glyphs.",,,,
